#
#
0 0.622244119644 352375279.317 0.1 5501943.28539 679609.773234 28352668.6745 351189023.751 0
1 1.76601409912 397550253.23 0.1 6060685.29623 956790.767157 30612451.8426 396322386.802 0
2 2.44405913353 450945839.647 0.1 6749812.9104 1283221.82351 35203619.7058 449517128.508 0
3 4.43796205521 512477026.15 0.1 7582001.14299 1660913.14631 42273152.8862 510671555.408 0
4 6.0906829834 581448029.774 0.1 8565523.72405 2091111.60688 51653895.5541 579081985.091 0
5 7.50162410736 656430274.727 0.1 9702335.20774 2573268.59478 63016024.072 653321459.367 0
6 8.14663100243 735224586.906 0.1 10986393.7332 3104388.98996 75947416.9666 731202328.34 0
7 8.96387505531 814950409.214 0.1 12402632.3597 3678708.51666 89971973.4086 809865331.579 0
8 9.91296505928 892278499.432 0.1 13926970.2205 4287749.88482 104558298.807 886011364.149 0
9 10.6922030449 963780236.448 0.1 15527566.5563 4920778.46522 119143112.114 956248892.088 0
10 11.3150119781 1026325020.4 0.1 17167221.7757 5565599.39966 133170363.486 1017488580.96 0
11 11.9327881336 1077436694.29 0.1 18806531.7908 6209559.61456 146136734.424 1067296416.55 0
12 12.5830581188 1115531377.85 0.1 20407215.0607 6840568.37674 157632044.087 1104128228.9 0
13 13.2324340343 1139997179.42 0.1 21935027.2159 7447963.35157 167365729.413 1127406609.94 0
14 13.9418940544 1151122985.98 0.1 23361854.1616 8023104.25103 175175628.773 1137447792.87 0
15 14.5441529751 1149918799.97 0.1 24666809.36 8559652.65529 181020300.69 1135281100.93 0
16 15.6068451405 1137884539.52 0.1 25836396.0359 9053566.14532 184959454.836 1122417809.43 0
17 16.2820811272 1116779179.85 0.1 26863945.1796 9502877.76504 187128319.5 1100621075.73 0
18 16.9363260269 1088425233.3 0.1 27748595.0815 9907349.89122 187711128.059 1071711659.35 0
19 17.5592970848 1054564916.16 0.1 28494064.8426 10268077.34 186917364.142 1037425523.23 0
20 18.1822071075 1016769517.65 0.1 29107417.2218 10587101.88 184962750.687 999324624.14 0
21 18.8770389557 976393949.27 0.1 29597935.7458 10867071.2726 182055484.544 958752738.551 0
22 19.4989480972 934565156.917 0.1 29976182.6714 11110963.0438 178387351.599 916824934.371 0
23 20.1437981129 892192827.883 0.1 30253259.4483 11321873.4405 174128867.873 874439097.35 0
24 20.776446104 849992636.765 0.1 30440256.3885 11502867.3227 169427424.066 832299768.932 0
25 21.5452530384 808514929.47 0.1 30547869.2365 11656878.8578 164407526.493 790947217.752 0
26 22.5088489056 768174085.54 0.1 30586153.3631 11786652.2182 159172341.878 750787022.616 0
27 23.0859889984 729275672.581 0.1 30564380.0085 11894711.9416 153805937.86 712117318.004 0
28 23.7276759148 692039985.4 0.1 30490971.36 11983353.5308 148375826.803 675152320.086 0
29 24.3427140713 656621484.896 0.1 30373490.2141 12054648.0714 142935515.7 640041677.808 0
30 24.9946279526 623124174.266 0.1 30218665.4301 12110455.3926 137526893.694 606885705.216 0
31 25.6900889874 591613312.084 0.1 30032440.3157 12152440.8456 132182377.541 575746906.907 0
32 26.3350961208 562124008.581 0.1 29820033.9547 12182094.8959 126926754.838 546658359.552 0
33 26.9739329815 534667304.007 0.1 29586008.3015 12200751.9174 121778755.169 519629551.247 0
34 27.560436964 509234244.006 0.1 29334335.4134 12209607.857 116752327.106 494650211.387 0
35 28.1927549839 485798557.643 0.1 29068464.0527 12209736.9027 111857687.522 471692742.23 0
36 28.7873439789 464318381.864 0.1 28791379.8529 12202105.7477 107102138.854 450713719.173 0
37 29.6365151405 444737446.975 0.1 28505663.078 12187586.0928 102490726.491 431654882.566 0
38 30.294162035 426986079.294 0.1 28213538.7092 12166965.6212 98026732.0014 414444004.547 0
